OBJECTID,ID,VARIATION_NUMBER_CREATED_BY,VARIATION_YEAR,GAZETTAL_NUMBER,GAZETTAL_DATE,DESCRIPTION,LAND_USE_ZONE_CODE_ID,LAND_USE_POLICY_DESC,CURRENT_LIFECYCLE_STAGE,DEGAZETTAL_NUMBER,DIVISION_SHORT,DIVISION_CODE,DIVISION_NAME,DISTRICT_SHORT,DISTRICT_CODE,DISTRICT_NAME,Shape__Area,Shape__Length
729,1430,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,THEO,610,THEODORE,TUGG,6,TUGGERANONG,596.322998046875,107.172386480874
730,1431,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,33544.9025878906,747.89101701761
731,1432,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,35488.1574707031,728.706632973673
732,1433,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,2770.99975585938,312.070935081668
733,1434,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,76603.859375,1102.73253726903
734,1435,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,45390.5988769531,861.952580763631
735,1437,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,113235.559082031,1469.29834866958
736,1284,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BRUC,555,BRUCE,BELC,5,BELCONNEN,5441.02075195313,728.502995789898
737,1285,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHIS,609,CHISHOLM,TUGG,6,TUGGERANONG,4704.748046875,281.182361974543
738,1286,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHIS,609,CHISHOLM,TUGG,6,TUGGERANONG,5635.08837890625,338.414773739808
739,1468,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,85876.5554199219,1320.05202569875
740,1469,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,1107.712890625,136.943942842018
741,1470,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,1172.99951171875,187.385539654878
742,1471,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,19918.4665527344,578.115401816209
743,1472,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,1939.63500976563,196.029613147542
744,1473,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,1057.94287109375,141.707998262782
745,1142,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GILM,608,GILMORE,TUGG,6,TUGGERANONG,31689.568359375,729.265313616917
746,1143,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FADD,605,FADDEN,TUGG,6,TUGGERANONG,26697.1450195313,689.771555122518
747,1144,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GIRA,552,GIRALANG,BELC,5,BELCONNEN,34694.2783203125,714.770792656992
748,1145,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,COOK,557,COOK,BELC,5,BELCONNEN,39429.6782226563,827.181709050235
749,1146,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CURT,328,CURTIN,WODE,3,WODEN VALLEY,1875.37719726563,174.814929892231
750,1147,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FARR,334,FARRER,WODE,3,WODEN VALLEY,29331.509765625,688.125349568129
751,1148,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GORD,616,GORDON,TUGG,6,TUGGERANONG,66092.4333496094,1039.64622711158
752,1149,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,47007.8767089844,979.481620743679
753,1150,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,2879.08544921875,215.049036409187
754,1151,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,5887.26489257813,331.878759769516
755,1152,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,3959.44873046875,262.477834511975
756,1153,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,28836.3598632813,945.527752418068
757,1154,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FISH,443,FISHER,WEST,4,WESTON CREEK,1883.40673828125,198.856201117854
758,1155,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GOWR,604,GOWRIE,TUGG,6,TUGGERANONG,50323.7502441406,973.437880279274
759,1156,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,68115.3120117188,1104.31732422996
760,1157,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DEAK,215,DEAKIN,CANB,1,CANBERRA CENTRAL,150553.013183594,2036.50766060487
761,1069,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,GORD,616,GORDON,TUGG,6,TUGGERANONG,332823.8984375,3870.47545317631
762,1443,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GUNG,710,GUNGAHLIN,GUNG,7,GUNGAHLIN,3182.30932617188,234.29050467979
764,1479,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,10901.7368164063,469.072488325988
765,1481,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,2498.82788085938,198.677851354
766,1482,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WANN,602,WANNIASSA,TUGG,6,TUGGERANONG,132176.738525391,2677.85720178402
767,1483,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,1450.43481445313,154.173330004376
768,1484,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HUGH,327,HUGHES,WODE,3,WODEN VALLEY,14843.4851074219,564.801306284186
769,1158,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FLOR,560,FLOREY,BELC,5,BELCONNEN,86341.1362304688,1259.2773690501
770,1159,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,948.202392578125,137.04008804227
771,1160,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DICK,102,DICKSON,CANB,1,CANBERRA CENTRAL,28110.6174316406,676.628387228384
772,1161,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DICK,102,DICKSON,CANB,1,CANBERRA CENTRAL,59864.2355957031,1049.17044949595
773,1162,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FLYN,571,FLYNN,BELC,5,BELCONNEN,40886.4599609375,807.05386270786
774,1163,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NARR,218,NARRABUNDAH,CANB,1,CANBERRA CENTRAL,1189.07958984375,160.928997389794
775,1164,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NARR,218,NARRABUNDAH,CANB,1,CANBERRA CENTRAL,14587.8540039063,568.906781793882
776,1165,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NARR,218,NARRABUNDAH,CANB,1,CANBERRA CENTRAL,3631.36645507813,238.005493550958
777,1197,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HOLT,568,HOLT,BELC,5,BELCONNEN,7122.70703125,340.02000744213
778,1198,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,MELB,572,MELBA,BELC,5,BELCONNEN,38754.9387207031,856.655796621581
779,1199,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,LYNE,101,LYNEHAM,CANB,1,CANBERRA CENTRAL,70498.3813476563,1508.75887997265
780,1200,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HUGH,327,HUGHES,WODE,3,WODEN VALLEY,33045.65234375,891.110231481699
781,1201,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HUGH,327,HUGHES,WODE,3,WODEN VALLEY,7150.82055664063,458.558889978315
782,1202,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,MONA,603,MONASH,TUGG,6,TUGGERANONG,745.44873046875,119.497138345253
783,1204,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,46844.7353515625,1117.66636164185
784,7411,TA2012-26,12,NI2012-304,2012/06/19 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,CRAC,712,CRACE,GUNG,7,GUNGAHLIN,69354.3935546875,1808.53296465252
785,1081,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BRUC,555,BRUCE,BELC,5,BELCONNEN,13342.9367675781,781.598144221424
786,1459,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,5836.06005859375,318.268967124027
787,1460,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,39109.4118652344,991.856532369003
788,1461,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,27368.5014648438,734.602283012011
789,1463,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,19951.9865722656,662.244411953294
790,1465,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,SCUL,564,SCULLIN,BELC,5,BELCONNEN,13616.2443847656,573.574841740072
791,1466,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHAP,444,CHAPMAN,WEST,4,WESTON CREEK,35701.3518066406,780.219335823897
792,1487,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,COND,613,CONDER,TUGG,6,TUGGERANONG,44434.8010253906,900.334566270152
793,1488,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,COND,613,CONDER,TUGG,6,TUGGERANONG,33297.8444824219,764.274453427178
794,1489,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,WATS,125,WATSON,CANB,1,CANBERRA CENTRAL,9891.52368164063,413.929925024775
795,1491,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HOLD,447,HOLDER,WEST,4,WESTON CREEK,34221.935546875,776.112326563467
796,1492,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HOLD,447,HOLDER,WEST,4,WESTON CREEK,51464.0300292969,1140.79613240828
797,1493,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,HOLD,447,HOLDER,WEST,4,WESTON CREEK,44819.490234375,895.510508643716
798,1205,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NICH,708,NICHOLLS,GUNG,7,GUNGAHLIN,27372.7268066406,841.674941416456
799,1206,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,OXLE,623,OXLEY,TUGG,6,TUGGERANONG,2575.732421875,209.826975270594
800,1207,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,PAGE,561,PAGE,BELC,5,BELCONNEN,30368.5817871094,727.882964360031
801,1208,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,PALM,709,PALMERSTON,GUNG,7,GUNGAHLIN,29675.2197265625,683.015423467382
802,1209,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,OCON,103,O'CONNOR,CANB,1,CANBERRA CENTRAL,3531.74560546875,247.75087318452
803,7108,TA2011-16,11,NI2011-480,2011/09/01 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,64226.3776855469,1798.31503693854
804,1212,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,NGUN,706,NGUNNAWAL,GUNG,7,GUNGAHLIN,38066.0197753906,763.830373826407
805,1213,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,OMAL,335,O'MALLEY,WODE,3,WODEN VALLEY,3540.20068359375,238.935303112425
806,1214,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,REID,109,REID,CANB,1,CANBERRA CENTRAL,4138.15844726563,324.360998172384
807,1215,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,REID,109,REID,CANB,1,CANBERRA CENTRAL,2968.1591796875,217.482937098619
808,1216,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,RICH,607,RICHARDSON,TUGG,6,TUGGERANONG,1421.01245117188,177.670743718456
809,1218,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,RIVE,445,RIVETT,WEST,4,WESTON CREEK,38715.8132324219,785.286290599868
810,1219,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,PHIL,338,PHILLIP,WODE,3,WODEN VALLEY,770.45947265625,117.628328349876
811,1082,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHAR,570,CHARNWOOD,BELC,5,BELCONNEN,34853.7514648438,698.531385945214
812,1083,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHIS,609,CHISHOLM,TUGG,6,TUGGERANONG,6562.53393554688,357.473267007238
813,1084,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHIS,609,CHISHOLM,TUGG,6,TUGGERANONG,5504.470703125,433.24690079842
814,1085,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,AMAR,707,AMAROO,GUNG,7,GUNGAHLIN,30038.37890625,751.262052647265
815,1086,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,32583.0476074219,741.469570152053
816,1087,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,3573.4404296875,238.998840675004
817,1088,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,ARAN,556,ARANDA,BELC,5,BELCONNEN,39860.7197265625,987.627113661628
818,1089,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHIF,337,CHIFLEY,WODE,3,WODEN VALLEY,5643.05029296875,385.675353703096
819,1090,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,9657.2275390625,409.573422977444
820,1091,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BART,214,BARTON,CANB,1,CANBERRA CENTRAL,71037.1958007813,1067.72491663721
821,1092,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BELC,559,BELCONNEN,BELC,5,BELCONNEN,12359.8422851563,493.188338570097
822,1093,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CALW,611,CALWELL,TUGG,6,TUGGERANONG,42398.4973144531,869.606472230746
823,1094,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CALW,611,CALWELL,TUGG,6,TUGGERANONG,3366.49047851563,238.323384610685
824,1095,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,KALE,553,KALEEN,BELC,5,BELCONNEN,2333.751953125,193.153996353067
825,6256,2009-18,09,NI2009-237,2009/05/22 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,HARR,711,HARRISON,GUNG,7,GUNGAHLIN,3411.20678710938,323.050616031961
826,6257,2009-18,09,NI2009-237,2009/05/22 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,HARR,711,HARRISON,GUNG,7,GUNGAHLIN,13887.5493164063,1169.45564630497
827,7109,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,TSZ2,SERVICES,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,64.9970703125,32.9992575510712
828,7112,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,6184.48803710938,573.498877306178
829,6401,TA2009-32,09,NI2009-617,2009/12/04 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,19043.5764160156,635.673999717464
830,7114,TA2011-34,11,NI2011-786,2011/12/15 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,BONN,719,BONNER,GUNG,7,GUNGAHLIN,69231.1528320313,1736.27929607789
831,1097,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BONY,619,BONYTHON,TUGG,6,TUGGERANONG,13964.9348144531,467.933956561588
832,1098,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,3950.35766601563,265.175559139589
833,1099,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,11548.5200195313,451.3460704282
834,1100,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,3970.40502929688,263.163293019594
835,1101,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,2420.25659179688,201.124204147948
836,1102,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,24713.46875,698.398264354414
837,1103,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,37301.3525390625,905.520480491478
838,1104,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,377.651123046875,79.8551543997284
839,1105,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,3710.4716796875,250.434461638442
840,1106,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CAMP,110,CAMPBELL,CANB,1,CANBERRA CENTRAL,114870.104248047,1379.48527628535
841,1107,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,AINS,104,AINSLIE,CANB,1,CANBERRA CENTRAL,37444.9206542969,888.189755071445
842,1108,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,BRAD,106,BRADDON,CANB,1,CANBERRA CENTRAL,56246.8537597656,1041.42187820274
843,1109,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,CHAP,444,CHAPMAN,WEST,4,WESTON CREEK,16853.6313476563,582.652752568347
844,6255,2009-18,09,NI2009-237,2009/05/22 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,HARR,711,HARRISON,GUNG,7,GUNGAHLIN,39602.609375,835.04249117329
845,1111,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FORR,216,FORREST,CANB,1,CANBERRA CENTRAL,3556.08764648438,240.684920129314
846,6254,2009-18,09,NI2009-237,2009/05/22 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,HARR,711,HARRISON,GUNG,7,GUNGAHLIN,14955.2482910156,1566.8414041191
847,6262,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,26691.0903320313,1803.51025158047
848,6263,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CZ1,CORE ZONE,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,80245.31640625,1564.42540945901
849,6264,2009-15,09,NI2009-256,2009/06/05 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,41152.5056152344,874.749025339552
850,6265,2009-15,09,NI2009-256,2009/06/05 00:00:00+00,,RZ3,URBAN RESIDENTIAL,GAZETTED,,FORD,716,FORDE,GUNG,7,GUNGAHLIN,29209.408203125,694.236081469154
851,939,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,96060.4409179688,1396.11360313389
852,6261,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,PRZ1,URBAN OPEN SPACE,GAZETTED,,CITY,108,CITY,CANB,1,CANBERRA CENTRAL,4234.09497070313,371.465178287355
853,6224,2009-16,,NI2009-217,,,TSZ1,TRANSPORT,PROPOSED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,10176.8967285156,875.844485944112
854,6304,2009-20,09,NI2009-255,2009/06/05 00:00:00+00,,TSZ1,TRANSPORT,GAZETTED,,DUNL,578,DUNLOP,BELC,5,BELCONNEN,39948.5759277344,2023.6321611922
855,7125,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,RZ1,SUBURBAN,GAZETTED,,MACG,569,MACGREGOR,BELC,5,BELCONNEN,7716.57250976563,549.626266412737
856,1113,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,24633.7216796875,761.003952754029
857,1114,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,GREE,615,GREENWAY,TUGG,6,TUGGERANONG,2011.02734375,183.009600950922
858,1115,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,DICK,102,DICKSON,CANB,1,CANBERRA CENTRAL,1844.39916992188,170.150445123785
859,1116,TP 2008,08,NI2008-27,2008/03/31 00:00:00+00,,CF,COMMUNITY FACILITIES,GAZETTED,,FRAS,577,FRASER,BELC,5,BELCONNEN,26128.7653808594,697.22829944743
